"bpid","mlbid","Name","Age","Team","G","PA","Pitches","FRAA","CDA","FrmCH","CSAA","+/-","FrmR","+/-","BlkCh","EPAA","+/-","BlkR","+/-","TrCH","TRAA","+/-","SrCH","SRAA","+/-","ThrR","+/-"
"57191","518960","Jonathan Lucroy",27,"MIL",126,4563,17433,"32.6","34.0",7796,"0.028",".007","30.7","7.2",5168,"-0.002",".002","3.0","0",2112,"0.004","0.005",79,"0.024","0.070","0.3","0.4"
"31391","425877","Yadier Molina",30,"STL",131,4612,17447,"32.2","32.8",7527,"0.026",".007","27.6","7.9",4960,"-0.004",".002","4.8","0",2010,"-0.006","0.005",27,"-0.010","0.127","0.4","0"
"894","150040","José Molina",38,"TB",96,3101,12000,"22.4","24.0",5381,"0.034",".008","25.7","5.9",3398,"0.003",".002","-2.1","0",1445,"0","0.006",52,"0.014","0.086","0.4","0.3"
"58548","457763","Buster Posey",26,"SF",121,4349,16776,"21.2","20.8",7317,"0.019",".006","19.8","6.6",4815,"-0.001",".002","1.3","0",2028,"-0.003","0.005",60,"0.004","0.088","-0.3","0.2"
"45447","431145","Russell Martin",30,"PIT",120,4392,16505,"21.4","19.9",7464,"0.018",".007","18.8","7.1",4832,"-0.001",".002","1.4","0",1984,"0.001","0.005",67,"-0.085","0.089","-0.3","0.3"
"45449","435263","Brian McCann",29,"ATL",92,3297,12624,"17.8","17.8",5681,"0.020",".007","15.7","5.9",3572,"-0.002",".002","2.0","0",1554,"0.001","0.006",44,"0.017","0.095","0.1","0.3"
"49755","474233","Hank Conger",25,"LAA",71,2287,9113,"17.1","17.4",4126,"0.033",".008","18.9","4.6",2891,"0.001",".002","-0.7","0",1175,"0.003","0.007",48,"0.012","0.086","-0.8","0.3"
"43258","455755","Chris Stewart",31,"NYY",108,3594,13795,"17.6","17.0",6338,"0.017",".007","14.8","5.9",4328,"-0.002",".002","2.0","0",1742,"-0.003","0.005",38,"0.010","0.104","0.2","0.1"
"60834","543228","Yan Gomes",25,"CLE",85,2985,11407,"17.5","16.0",5104,"0.020",".008","14.4","5.9",3494,"-0.001",".002","1.1","0",1489,"-0.001","0.005",36,"-0.065","0.112","0.5","0"
"58899","488671","Alex Avila",26,"DET",98,3433,13533,"10.9","11.0",6175,"0.016",".007","13.5","6.1",3934,"0.003",".002","-2.6","0",1596,"0.002","0.006",60,"0.016","0.081","0.1","0.3"
"57712","446308","Matt Wieters",27,"BAL",140,5088,19773,"11.3","10.5",8908,"0.006",".006","8.0","7.5",5440,"-0.002",".001","2.3","0",2350,"-0.003","0.005",48,"-0.042","0.097","0.2","0"
"52678","450317","J.P. Arencibia",27,"TOR",131,4574,17415,"9.8","9.4",8232,"0.010",".006","11.2","7.0",5220,"0.002",".001","-2.4","0",2202,"-0.002","0.004",57,"0.010","0.084","0.6","0.1"
"47910","446653","Jose Lobaton",28,"TB",96,2977,11777,"8.3","8.3",5178,"0.009",".007","6.3","5.2",3437,"-0.002",".002","1.5","0",1389,"0.004","0.007",54,"0.049","0.078","0.4","0.3"
"49829","467092","Wilson Ramos",25,"WSH",77,2751,10431,"7.6","7.8",4474,"0.013",".009","8.3","5.4",2899,"0",".002","-0.1","0",1215,"0","0.007",37,"-0.027","0.106","-0.5","0.2"
"36585","452672","Ryan Hanigan",32,"CIN",72,2394,9154,"8.5","7.6",4031,"0.016",".009","8.8","4.9",2324,"0.002",".002","-1.2","0",964,"-0.002","0.007",23,"-0.049","0.134","0","0"
"48082","455117","Martín Maldonado",26,"MIL",47,1526,5881,"8.7","7.4",2595,"0.020",".010","7.1","3.6",1624,"-0.001",".003","0.3","0",675,"0","0.008",18,"0.018","0.145","-0.1","0.1"
"41774","425784","René Rivera",29,"SD",21,719,2847,"7.2","7.2",1282,"0.039",".013","7.0","2.4",765,"-0.001",".004","0.2","0",306,"0.001","0.013",12,"-0.050","0.182","0","0.1"
"99903","572287","Mike Zunino",22,"SEA",50,1847,7049,"7.0","6.9",3030,"0.017",".009","7.0","3.8",2095,"0",".003","-0.1","0",851,"0","0.008",24,"0.012","0.125","0","0.2"
"39835","471083","Miguel Montero",29,"ARI",112,4266,16054,"7.4","6.9",6867,"0.008",".007","7.8","7.0",4469,"0.002",".002","-1.7","0",1863,"-0.005","0.005",35,"-0.014","0.106","0.8","0"
"65870","518735","Yasmani Grandal",24,"SD",26,974,3658,"7.6","6.8",1637,"0.026",".012","6.0","2.7",1047,"-0.003",".003","0.8","0",448,"-0.001","0.009",8,"0.007","0.214","0","0.1"
"31602","425772","Jeff Mathis",30,"MIA",73,2535,9393,"5.9","6.7",4155,"0.014",".008","7.9","4.8",2598,"0.001",".002","-0.7","0",1128,"-0.002","0.007",29,"-0.053","0.124","-0.5","0"
"379","424325","David Ross",36,"BOS",36,1180,4694,"5.6","5.8",2258,"0.016",".009","5.1","3.0",1471,"-0.002",".002","0.7","0",669,"0.001","0.009",23,"-0.047","0.135","0","0.2"
"46730","489365","Josh Thole",26,"TOR",39,1230,4678,"4.1","4.7",2121,"0.013",".010","3.7","2.9",1342,"-0.002",".004","0.7","0",591,"0.002","0.009",21,"0.014","0.138","0.2","0.2"
"40947","430910","Brayan Peña",31,"DET",64,2207,8756,"4.0","4.5",3979,"0.009",".007","5.0","4.2",2618,"0.001",".002","-0.5","0",1156,"-0.003","0.007",39,"0.001","0.098","0","0.1"
"38161","456124","Erik Kratz",33,"PHI",60,2060,7784,"4.0","4.4",3401,"0.005",".009","2.5","4.1",2413,"-0.003",".002","1.7","0",1036,"0","0.007",32,"0.026","0.109","0.2","0.2"
"57335","521692","Salvador Perez",23,"KC",137,4664,17998,"2.8","4.3",8004,"0.004",".007","4.1","7.8",5296,"-0.001",".002","1.0","0",2117,"-0.002","0.005",51,"-0.030","0.095","-0.8","0"
"67758","594828","Evan Gattis",26,"ATL",42,1411,5255,"4.7","4.0",2330,"0.012",".011","4.0","3.5",1335,"0",".003","-0.1","0",575,"-0.001","0.008",13,"0.005","0.161","0","0.1"
"57520","519222","Austin Romine",24,"NYY",59,1685,6494,"3.4","3.2",2928,"0.011",".010","4.4","4.1",1912,"0.003",".002","-1.3","0",844,"0.001","0.007",28,"0.025","0.110","0.1","0.2"
"55784","518595","Travis d'Arnaud",24,"NYM",30,1103,4201,"2.9","3.1",1824,"0.014",".011","3.6","2.8",1210,"0.002",".003","-0.5","0",509,"0.001","0.010",16,"0.032","0.129","0","0.2"
"45844","465041","Francisco Cervelli",27,"NYY",17,572,2156,"3.4","2.9",989,"0.018",".014","2.5","1.9",633,"-0.006",".004","0.9","0",273,"-0.002","0.009",2,"-0.016",,"-0.5","0"
"55765","488810","Tony Cruz",26,"STL",44,1150,4458,"2.4","2.9",2002,"0.004",".011","1.3","3.1",1405,"-0.005",".003","1.6","0",625,"-0.001","0.008",11,"0.004","0.174","0","0.1"
"57013","519083","Derek Norris",24,"OAK",91,2752,10577,"3.1","2.7",4796,"0.006",".007","3.8","4.8",2982,"0.002",".002","-1.3","0",1285,"-0.003","0.006",31,"-0.022","0.115","0.2","0"
"47301","449786","Carlos Corporán",29,"HOU",57,1995,7796,"1.7","2.7",3703,"0.006",".008","2.9","4.0",2466,"-0.001",".002","0.5","0",1057,"0.002","0.007",31,"-0.005","0.108","-0.7","0.2"
"51556","500207","Jhonatan Solano",27,"WSH",19,488,1930,"2.2","2.5",854,"0.013",".014","1.6","1.7",555,"-0.007",".005","0.9","0",231,"0","0.014",8,"0.029","0.194","0","0.1"
"49364","488912","Tuffy Gosewisch",29,"ARI",13,466,1789,"2.0","2.3",778,"0.013",".016","1.4","1.7",539,"-0.007",".004","0.9","0",215,"0","0.014",4,"-0.006","0.272","0","0"
"43102","434567","Geovany Soto",30,"TEX",53,1831,7079,"3.2","2.2",3076,"0.005",".009","2.0","3.7",2061,"-0.001",".002","0.3","0",908,"-0.002","0.007",20,"0.001","0.146","0","0.1"
"49076","435559","Kurt Suzuki",29,"OAK",93,3176,12338,"2.5","2.2",5409,"-0.001",".007","-0.5","5.4",3550,"-0.003",".002","2.7","0",1569,"0","0.006",51,"0.056","0.083","0.1","0.1"
"51184","491696","Jesús Sucre",25,"SEA",8,289,1064,"1.8","1.5",482,"0.021",".020","1.4","1.3",295,"-0.001",".006","0.1","0",132,"-0.001","0.018",2,"0.011","0.419","0","0"
"790","280061","Corky Miller",37,"CIN",16,408,1628,"1.7","1.4",642,"0.011",".017","1.0","1.5",429,"-0.002",".004","0.2","0",180,"0.001","0.015",8,"0.006","0.212","0.2","0.1"
"43032","430965","Chris Snyder",32,"BAL",8,219,900,"1.4","1.4",402,"0.028",".021","1.6","1.2",260,"0.003",".006","-0.2","0",124,"0.001","0.016",5,"0.004","0.269","0","0.1"
"60633","571974","John Ryan Murphy",22,"NYY",15,277,1079,"1.4","1.3",509,"0.021",".018","1.5","1.3",307,"0.002",".006","-0.2","0",122,"0","0.017",3,"-0.021","0.321","0","0.1"
"36019","430591","Hector Gimenez",30,"CWS",23,779,3078,"1.5","1.0",1351,"0.008",".012","1.5","2.3",913,"0.003",".003","-0.7","0",388,"0.002","0.012",13,"-0.007","0.173","0.2","0.1"
"41401","279827","Humberto Quintero",33,"SEA",42,1490,5695,"1.2","0.9",2522,"-0.001",".010","-0.2","3.4",1604,"-0.004",".003","1.4","0",711,"0","0.009",25,"-0.022","0.122","-0.3","0.2"
"11429","408242","Wil Nieves",35,"ARI",47,1606,6077,"1.2","0.9",2710,"0.007",".009","2.7","3.4",1722,"0.004",".003","-1.8","0",731,"-0.003","0.007",11,"0.008","0.171","0","0.1"
"58373","543432","Ryan Lavarnway",25,"BOS",22,723,2846,"0.5","0.9",1274,"0.011",".013","2.0","2.2",905,"0.005",".003","-1.1","0",401,"0.003","0.012",23,"0.012","0.118","0","0.2"
"59319","506997","Tony Sanchez",25,"PIT",16,474,1802,"0.6","0.8",720,"0.022",".016","2.2","1.6",564,"0.010",".005","-1.4","0",207,"0","0.012",5,"0.007","0.267","0","0.1"
"56734","516949","Héctor Sánchez",23,"SF",33,944,3590,"0.7","0.7",1550,"0.010",".013","2.2","2.7",1108,"0.006",".003","-1.6","0",485,"0.004","0.011",21,"0.007","0.128","0.1","0.2"
"31759","408045","Joe Mauer",30,"MIN",75,2799,10740,"0.4","0.6",4987,"0.001",".007","0.4","4.8",3061,"0",".002","0.2","0",1394,"-0.006","0.006",27,"-0.011","0.125","0","0"
"32395","434633","John Baker",32,"SD",14,443,1702,"0.5","0.5",771,"0.005",".016","0.6","1.7",494,"0",".005","0","0",214,"0.003","0.014",10,"-0.020","0.200","0","0.1"
"32953","400268","J.C. Boscan",33,"CHC",4,88,344,"0.3","0.3",151,"0.004",".030","0.1","0.6",99,"-0.009",".009","0.2","0",39,"0","0.040",3,"0.019","0.353","0","0.1"
"65906","519237","Cameron Rupp",24,"PHI",3,116,481,"0.3","0.3",210,"-0.001",".025","0","0.7",159,"-0.008",".010","0.3","0",67,"0","0.022",2,"-0.004","0.392","0","0"
"476","150275","Yorvit Torrealba",34,"COL",50,1845,7005,"-0.7","0.2",3084,"-0.002",".009","-1.0","4.0",2086,"-0.003",".002","1.6","0",892,"0.005","0.008",33,"0.005","0.109","-0.3","0.2"
"47155","460077","Drew Butera",29,"LAD",4,61,230,"0.1","0.1",103,"-0.002",".041","0","0.6",72,"-0.010",".015","0.2","0",21,"-0.001","0.034",,,,"0","0"
"56298","518700","Eric Fryer",27,"MIN",5,177,699,"0.1","0.1",313,"-0.002",".022","-0.1","1.0",192,"-0.004",".007","0.2","0",98,"0.002","0.021",3,"-0.022","0.328","0","0.1"
"46384","453974","Lou Marson",27,"CLE",3,51,225,"0.1","0.1",116,"0",".036","0","0.6",80,"-0.005",".010","0.1","0",34,"0.002","0.047",4,"0.024","0.291","0","0.1"
"58217","543148","Tim Federowicz",25,"LAD",45,1594,6099,"0.6","0.1",2734,"0.002",".009","0.6","3.6",1825,"0",".002","-0.1","0",742,"0.003","0.009",27,"-0.033","0.121","-0.4","0.2"
"42393","435408","Omir Santos",32,"CLE",1,17,54,"0.1","0.1",20,"-0.006",".080","0","0.2",14,"-0.030",".042","0.1","0",5,"0","0.024",,,,"0","0"
"48538","460101","Chris Robinson",29,"SD",2,41,146,"0.1","0.1",56,"0.006",".061","0","0.5",32,"-0.002",".013","0","0",15,"0.002","0.032",,,,"0","0"
"46822","460003","Taylor Teagarden",29,"BAL",23,681,2544,"0.1","0",1117,"0.001",".015","0.1","2.3",716,"0",".004","-0.1","0",336,"0.001","0.012",14,"-0.007","0.165","0","0.1"
"52441","446192","Adam Moore",29,"KC",5,108,428,"0.1","0",215,"-0.003",".029","-0.1","0.9",97,"-0.005",".011","0.1","0",35,"0.001","0.038",4,"0.025","0.304","0","0.1"
"58877","543788","Kyle Skipworth",23,"MIA",1,10,34,"0","0",16,"0.002",".117","0","0.3",13,"-0.009",".031","0","0",4,"0.001","0.080",,,,"0","0"
"57819","518653","Jake Elmore",26,"HOU",1,18,67,"0","0",29,"-0.002",".060","0","0.2",19,"-0.002",".013","0","0",15,"0","0.023",,,,"0","0"
"52534","452105","John Hester",29,"LAA",1,4,23,"0","0",14,"-0.003",".087","0","0.2",8,"-0.002",".025","0","0",5,"0","0.022",,,,"0","0"
"56135","476192","Johnny Monell",27,"SF",1,11,38,"0","0",17,"-0.004",".098","0","0.2",11,"-0.002",".021","0","0",2,"0.004","0.079",,,,"0","0"
"58532","542233","Audry Pérez",24,"STL",1,6,25,"0","0",11,"-0.003",".122","0","0.2",1,"-0.002",".074","0","0",,,,,,,"0","0"
"55951","506702","Sandy León",24,"WSH",1,4,17,"0","0",8,"-0.009",".089","0","0.1",5,"-0.002",".029","0","0",2,"-0.001","0.057",,,,"0","0"
"47575","460269","Chris Gimenez",30,"TB",1,5,17,"0","0",9,"-0.009",".132","0","0.2",4,"-0.004",".039","0","0",1,"0.002",,,,,"0","0"
"46457","435081","Mike Nickeas",30,"TOR",1,3,6,"0","0",1,"-0.095",".734","0","0.1",,,,,,,,,,,,"0","0"
"50568","503351","Blake Lalli",30,"MIL",1,11,40,"0","0",26,"-0.018",".083","-0.1","0.3",20,"-0.007",".021","0","0",5,"-0.001","0.057",,,,"0","0"
"55701","518542","Juan Centeno",23,"NYM",4,105,403,"-0.1","-0.1",177,"-0.008",".030","-0.2","0.8",133,"-0.003",".009","0.1","0",47,"0.001","0.033",3,"0.027","0.318","0","0.1"
"60162","572702","Brandon Bantz",26,"SEA",1,34,131,"-0.1","-0.1",59,"-0.022",".052","-0.2","0.4",40,"-0.006",".019","0.1","0",19,"-0.002","0.058",2,"0.003","0.386","0","0"
"33829","455139","Robinson Chirinos",29,"TEX",3,109,413,"-0.2","-0.2",191,"-0.013",".029","-0.4","0.8",100,"-0.008",".010","0.2","0",41,"-0.001","0.017",,,,"0","0"
"1105","400121","Victor Martinez",34,"DET",3,89,336,"-0.1","-0.2",156,"-0.007",".037","-0.2","0.8",82,"0.002",".012","0","0",42,"0.002","0.027",1,"0.001","0.521","0","0"
"59431","545358","Max Stassi",22,"HOU",1,14,45,"-0.2","-0.2",21,"-0.009",".089","0","0.3",16,"0.046",".033","-0.2","0",8,"0","0.047",,,,"0","0"
"50170","502182","Steve Clevenger",27,"BAL",4,156,584,"-0.3","-0.2",263,"0.009",".028","0.3","1.0",176,"0.013",".007","-0.5","0",75,"0","0.024",1,"0.022","0.555","0","0.1"
"60082","544838","Miguel Gonzalez",22,"CWS",4,79,292,"-0.3","-0.3",117,"-0.018",".035","-0.3","0.6",92,"-0.002",".014","0","0",48,"0.001","0.024",2,"-0.011","0.341","0","0"
"47291","460612","Cody Clark",31,"HOU",16,466,1866,"-0.3","-0.3",846,"0",".016","0","1.9",686,"0.002",".004","-0.3","0",310,"0.003","0.013",11,"-0.036","0.186","0","0.1"
"46272","452722","Steven Lerud",28,"PHI",5,68,262,"-0.5","-0.4",112,"-0.009",".035","-0.1","0.5",87,"0.015",".013","-0.3","0",42,"0.001","0.032",2,"0.012","0.410","0","0"
"52532","452095","Tyler Flowers",27,"CWS",84,2890,11470,"0","-0.9",5353,"0.001",".008","1.0","5.8",3347,"0.003",".002","-2.1","0",1435,"0.003","0.006",50,"0.002","0.086","0.1","0.3"
"47723","451109","Brett Hayes",29,"KC",5,177,718,"-0.9","-0.9",347,"-0.020",".024","-1.0","1.1",232,"-0.001",".006","0.1","0",116,"0.001","0.019",4,"-0.006","0.276","0","0.1"
"58831","488771","Jason Castro",26,"HOU",98,3652,13997,"-1.4","-1.2",6504,"0",".007","0.2","6.1",4285,"0.001",".002","-1.4","0",1776,"-0.002","0.006",52,"0.031","0.084","0","0.1"
"47903","453531","Rob Johnson",30,"STL",15,336,1286,"-1.2","-1.3",547,"-0.010",".020","-0.8","1.5",405,"0.005",".005","-0.5","0",192,"-0.001","0.011",1,"0.001","0.527","0","0"
"48304","431166","Matt Pagnozzi",30,"HOU",7,225,841,"-1.6","-1.5",375,"-0.028",".024","-1.4","1.3",249,"0.001",".006","-0.1","0",125,"-0.001","0.021",4,"0.007","0.290","0","0"
"67016","592407","Bryan Holaday",25,"DET",14,390,1485,"-1.4","-1.6",659,"-0.025",".018","-2.3","1.6",476,"-0.006",".004","0.7","0",194,"0.002","0.017",9,"0.019","0.183","0","0.1"
"57053","457574","Jordan Pacheco",27,"COL",15,461,1813,"-1.8","-1.7",822,"-0.016",".016","-1.9","1.8",569,"-0.001",".004","0.1","0",250,"-0.001","0.011",4,"0.002","0.272","0","0"
"1549","400018","Miguel Olivo",34,"MIA",21,600,2253,"-1.7","-1.9",999,"-0.014",".014","-1.9","1.9",653,"0",".003","0","0",284,"0.001","0.013",13,"0.007","0.160","0","0.1"
"936","150421","Ramon Hernandez",37,"LAD",11,412,1568,"-1.8","-2.0",700,"-0.021",".017","-2.1","1.7",505,"0.003",".004","-0.3","0",248,"-0.001","0.012",3,"0.018","0.347","0.4","0"
"46972","457762","Bryan Anderson",26,"CWS",10,225,886,"-2.1","-2.1",399,"-0.031",".023","-1.7","1.3",261,"0.007",".006","-0.4","0",111,"0","0.018",2,"0.007","0.391","0","0"
"60649","572033","Josh Phegley",25,"CWS",64,2241,8627,"-1.6","-2.2",3917,"-0.001",".009","-0.5","4.8",2715,"0.002",".002","-1.4","0",1153,"0.001","0.006",33,"-0.028","0.109","-0.3","0.2"
"31637","425565","Guillermo Quiroz",31,"SF",35,859,3257,"-2.3","-2.3",1470,"-0.007",".013","-1.4","2.7",990,"0.004",".003","-1.0","0",458,"0.002","0.011",17,"-0.052","0.163","0","0.1"
"40216","425900","Dioner Navarro",29,"CHC",55,2012,7708,"-2.1","-2.3",3380,"-0.005",".009","-2.2","4.1",2325,"-0.001",".002","0.3","0",1041,"0","0.007",30,"0","0.116","-0.5","0.2"
"60002","543302","Chris Herrmann",25,"MIN",27,909,3416,"-2.6","-2.8",1542,"-0.017",".012","-3.7","2.7",939,"-0.003",".003","0.8","0",435,"0.004","0.012",17,"-0.019","0.151","0.1","0.2"
"50255","502374","Michael McKenry",28,"PIT",31,1044,3981,"-2.6","-3.3",1755,"-0.011",".012","-2.6","2.9",1193,"0.003",".003","-0.8","0",500,"0.008","0.011",32,"0.031","0.111","0.1","0.2"
"1501","150229","A.J. Pierzynski",36,"TEX",119,4206,16062,"-4.7","-3.5",7109,"-0.002",".007","-2.3","7.5",4593,"0.001",".002","-1.2","0",1874,"-0.002","0.005",48,"-0.021","0.098","0","0"
"47564","454560","A.J. Ellis",32,"LAD",113,4000,15541,"-5.3","-4.0",6827,"-0.002",".007","-2.0","6.8",4405,"0.002",".002","-2.0","0",1871,"-0.001","0.005",40,"-0.030","0.100","0","0"
"51667","500887","Josmil Pinto",24,"MIN",20,696,2700,"-4.5","-4.4",1257,"-0.021",".014","-3.6","2.5",780,"0.004",".003","-0.8","0",378,"-0.001","0.011",9,"-0.017","0.206","0","0"
"45441","435459","George Kottaras",30,"KC",39,1100,4297,"-5.0","-4.4",1943,"-0.017",".011","-4.7","3.0",1206,"0",".003","0","0",527,"0.003","0.010",26,"-0.017","0.126","0.2","0.2"
"56945","519390","Stephen Vogt",28,"OAK",44,1426,5446,"-4.9","-4.5",2544,"-0.010",".010","-3.6","3.7",1623,"0.002",".002","-0.9","0",702,"0.004","0.009",22,"0.009","0.129","0.1","0.2"
"46537","489232","Anthony Recker",29,"NYM",38,1372,5300,"-4.9","-4.6",2193,"-0.019",".010","-5.9","3.0",1494,"-0.003",".003","1.3","0",666,"0.002","0.009",25,"-0.014","0.128","0","0.2"
"48929","467793","Carlos Santana",27,"CLE",84,3083,12266,"-6.3","-4.9",5763,"-0.003",".008","-2.6","6.1",3896,"0.003",".002","-3.0","0",1638,"0.001","0.006",39,"0.023","0.096","0.7","0.3"
"31446","425542","Koyie Hill",34,"MIA",18,615,2332,"-5.6","-5.5",1095,"-0.037",".013","-5.7","2.1",714,"-0.001",".004","0.1","0",317,"0.001","0.012",9,"-0.013","0.188","0","0.1"
"57","111072","Henry Blanco",41,"SEA",47,1608,6199,"-6.1","-5.5",2920,"-0.012",".009","-5.0","3.7",1892,"0.001",".003","-0.5","0",811,"-0.002","0.006",10,"-0.029","0.179","0","0"
"42127","434563","Carlos Ruiz",34,"PHI",86,3251,12454,"-4.8","-5.5",5587,"-0.011",".007","-8.4","5.8",3904,"-0.003",".002","2.5","0",1629,"0.004","0.006",67,"-0.004","0.080","0.4","0.3"
"57472","524968","Jesus Montero",23,"SEA",26,928,3508,"-6.3","-6.2",1589,"-0.025",".012","-5.7","2.6",951,"0.002",".003","-0.6","0",380,"0.002","0.011",17,"0.034","0.142","0","0.1"
"56104","519023","Devin Mesoraco",25,"CIN",97,3275,12445,"-5.7","-6.8",5657,"-0.011",".008","-8.5","6.3",3508,"-0.002",".002","1.5","0",1472,"-0.001","0.006",50,"-0.061","0.098","0.2","0"
"16616","408042","Gerald Laird",33,"ATL",40,1281,4812,"-6.9","-7.1",2071,"-0.024",".010","-6.9","3.0",1478,"0.001",".003","-0.5","0",627,"0.002","0.008",18,"-0.002","0.144","0.2","0.2"
"46714","457454","Jarrod Saltalamacchia",28,"BOS",119,4240,16465,"-7.3","-7.1",7351,"-0.007",".006","-7.6","6.6",5008,"-0.001",".001","0.8","0",2123,"0.002","0.006",82,"0.028","0.069","-0.3","0.4"
"46195","444379","John Jaso",29,"OAK",48,1510,5698,"-7.8","-7.8",2547,"-0.017",".010","-6.1","3.7",1507,"0.005",".003","-1.7","0",656,"0.001","0.009",24,"0.026","0.118","0","0.2"
"31726","431159","Kelly Shoppach",33,"CLE",36,1240,4831,"-9.2","-8.8",2154,"-0.023",".011","-7.0","3.3",1379,"0.006",".003","-2.0","0",627,"0","0.010",19,"-0.052","0.152","0.2","0"
"46150","455104","Chris Iannetta",30,"LAA",113,4007,15251,"-12.2","-11.4",6906,"-0.013",".006","-12.3","6.3",4678,"0",".002","-0.4","0",2080,"0.001","0.005",83,"0.027","0.067","1.3","0.4"
"47690","460026","Nick Hundley",29,"SD",112,4002,15468,"-11.1","-11.7",7063,"-0.013",".006","-13.2","6.4",4618,"-0.001",".002","1.2","0",2015,"0.004","0.006",76,"0.033","0.073","0.3","0.4"
"52461","456078","Welington Castillo",26,"CHC",111,4049,15565,"-13.5","-13.5",6887,"-0.015",".006","-14.7","6.0",4439,"-0.002",".002","2.1","0",1826,"0.004","0.006",68,"-0.049","0.085","-0.9","0.3"
"65953","542963","Rob Brantly",23,"MIA",65,2406,9187,"-12.2","-13.8",4123,"-0.022",".009","-12.5","4.9",2695,"0.002",".002","-1.6","0",1207,"-0.001","0.006",35,"-0.028","0.111","0.2","0"
"31321","407833","John Buck",32,"PIT",104,3906,14750,"-14.5","-14.0",6427,"-0.017",".007","-15.0","6.2",4064,"0",".002","0.2","0",1768,"-0.002","0.005",42,"-0.007","0.105","0.8","0"
"50900","501647","Wilin Rosario",24,"COL",106,3942,14886,"-15.9","-15.1",6756,"-0.014",".007","-12.9","6.2",4314,"0.003",".002","-2.7","0",1902,"-0.002","0.005",48,"0.030","0.090","0.4","0.1"
"31547","425491","Ryan Doumit",32,"MIN",43,1641,6328,"-16.7","-16.9",2913,"-0.041",".009","-16.6","3.8",1834,"0.001",".002","-0.3","0",842,"0","0.008",23,"0.009","0.125","0","0.1"